Brand,Model,Year,Age,Kilometer,Fuel Type,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Hyundai,i20 Asta 1.2,2013,12,30000,Petrol,Petrol,1197 CC,82.85 bhp,Manual,5,360000
Hyundai,Elantra SX,2013,12,50000,Petrol,Petrol,1797 CC,147.5 bhp,Manual,5,550000
Hyundai,Grand i10 Sportz,2016,9,26000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,490000
Maruti,Alto LXi,2011,14,46000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,195000
Maruti,Alto LX,2010,15,80000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,125000
Tata,Tiago 1.2 Revotron XZ,2019,6,10000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,459999
Maruti,Alto 800 LXI,2015,10,16700,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,275000
Maruti,Swift Dzire VDI,2018,7,70000,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,680000
Maruti,Swift Dzire ZXI,2015,10,7967,Petrol,Petrol,1197 CC,83.14 bhp,Manual,5,600000
Maruti,Swift ZXI Plus,2018,7,20000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,720000
Renault,KWID RXT Optional,2016,9,9656,Petrol,Petrol,799 CC,53.3 bhp,Manual,5,356000
Hyundai,i10 Era,2011,14,50000,Petrol,Petrol,1086 CC,68.05 bhp,Manual,5,225000
Ford,Freestyle Titanium Diesel BSIV,2019,6,17000,Diesel,Diesel,1498 CC,98.63 bhp,Manual,5,725000
Chevrolet,Spark 1.0 LT,2010,15,50000,Petrol,Petrol,995 CC,62 bhp,Manual,5,130000
Renault,KWID RXT,2015,10,10000,Petrol,Petrol,799 CC,53.3 bhp,Manual,5,300000
Hyundai,i20 Sportz 1.2,2013,12,43000,Petrol,Petrol,1197 CC,82.85 bhp,Manual,5,400000
Hyundai,Verna 1.4 CX,2013,12,50000,Diesel,Diesel,1396 CC,88.7 bhp,Manual,5,550000
Maruti,Wagon R PRIMEA,2006,19,90000,Petrol,Petrol,998 CC,67 bhp,Manual,5,120000
Mahindra,Xylo D4 BSIV,2012,13,100000,Diesel,Diesel,2498 CC,112 bhp,Manual,8,409999
Hyundai,Santro Xing (Non-AC),2010,15,80000,Petrol,Petrol,1086 CC,62.1 bhp,Manual,5,110000
Mahindra,Bolero 2011-2019 SLX,2012,13,120000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,450000
Maruti,Swift VXI,2019,6,5000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,610000
Ford,Ecosport 1.5 DV5 MT Trend,2016,9,68609,Diesel,Diesel,1498 CC,89.84 bhp,Manual,5,515000
Ford,EcoSport 1.5 TDCi Titanium BE BSIV,2018,7,33360,Diesel,Diesel,1498 CC,98.59 bhp,Manual,5,925000
Nissan,Kicks XL BSIV,2019,6,14317,Petrol,Petrol,1498 CC,104.55 bhp,Manual,5,860000
Ford,Figo Diesel Titanium,2012,13,87237,Diesel,Diesel,1399 CC,68.05 bhp,Manual,5,225000
Ford,Figo 1.5D Trend MT,2017,8,62960,Diesel,Diesel,1498 CC,99 bhp,Manual,5,500000
Maruti,Swift Dzire AMT VXI,2017,8,26634,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,600000
Ford,Figo Diesel EXI Option,2012,13,163720,Diesel,Diesel,1399 CC,68 bhp,Manual,5,195000
Maruti,Wagon R LXI BS IV,2012,13,67998,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,265000
Ford,Freestyle Trend Diesel,2018,7,20706,Diesel,Diesel,1499 CC,98.63 bhp,Manual,5,650000
Ford,Figo Aspire 1.5 TDCi Trend,2015,10,100581,Diesel,Diesel,1498 CC,99 bhp,Manual,5,415000
Renault,Duster 85PS Diesel RxE Adventure,2015,10,67303,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,600000
Maruti,Ritz VXi,2013,12,79139,Petrol,Petrol,1197 CC,85.80 bhp,Manual,5,340000
Hyundai,Grand i10 CRDi Sportz,2014,11,84784,Diesel,Diesel,1120 CC,70 bhp,Manual,5,350000
Maruti,Ritz LDi,2012,13,130376,Diesel,Diesel,1248 CC,73.94 bhp,Manual,5,265000
Tata,Safari DICOR 2.2 EX 4x2,2017,8,72000,Diesel,Diesel,2179 CC,138.03 bhp,Manual,7,625000
Hyundai,Verna CRDi SX,2008,17,127000,Diesel,Diesel,1493 CC,110 bhp,Manual,5,245000
Maruti,Swift VDI BSIV,2014,11,120000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,395000
Hyundai,Xcent 1.1 CRDi S,2014,11,100000,Diesel,Diesel,1120 CC,71 bhp,Manual,5,490000
Maruti,Ertiga SHVS VDI,2018,7,40000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,955000
Maruti,Swift Dzire VDI,2013,12,110000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,525000
Tata,Tigor 1.2 Revotron XZ Option,2017,8,30000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,550000
Tata,Indica Vista TDI LX,2014,11,120000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,200000
Ford,Figo Aspire 1.2 Ti-VCT Trend,2017,8,15000,Petrol,Petrol,1196 CC,86.8 bhp,Manual,5,500000
Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,9,33500,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,825000
Mahindra,Quanto C6,2012,13,70000,Diesel,Diesel,1493 CC,100 bhp,Manual,7,250000
Toyota,Etios Cross 1.2L G,2015,10,10000,Petrol,Petrol,1197 CC,78.8 bhp,Manual,5,600000
Mahindra,Scorpio S7 120,2018,7,22053,Diesel,Diesel,2179 CC,120 bhp,Manual,7,1325000
Mahindra,TUV 300 T8,2016,9,50000,Diesel,Diesel,1493 CC,100 bhp,Manual,7,770000
Chevrolet,Optra Magnum 2.0 LS,2011,14,78432,Diesel,Diesel,1991 CC,123.7 bhp,Manual,5,415000
Hyundai,Santa Fe 4X4,2011,14,125000,Diesel,Diesel,2199 CC,194.3 bhp,Manual,7,825000
Ford,Aspire Trend Diesel BSIV,2018,7,80000,Diesel,Diesel,1498 CC,99.23 bhp,Manual,5,530000
Toyota,Innova 2.5 V Diesel 8-seater,2006,19,270000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,425000
Honda,Brio V MT,2012,13,50000,Petrol,Petrol,1198 CC,86.8 bhp,Manual,5,310000
Tata,Tiago 1.2 Revotron XZ,2017,8,20000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,390000
Hyundai,Creta 1.6 VTVT E Plus,2016,9,30000,Petrol,Petrol,1591 CC,121.3 bhp,Manual,5,700000
Hyundai,i10 Sportz 1.1L,2010,15,70000,Petrol,Petrol,1086 CC,68.05 bhp,Manual,5,200000
Toyota,Innova 2.5 G (Diesel) 8 Seater,2013,12,7200,Diesel,Diesel,2494 CC,100.6 bhp,Manual,8,1050000
Honda,City i DTEC SV,2014,11,97000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,580000
Hyundai,EON Era Plus,2014,11,60000,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,200000
Chevrolet,Sail Hatchback Petrol LS ABS,2013,12,25000,Petrol,Petrol,1199 CC,84.8 bhp,Manual,5,245000
Hyundai,i10 Sportz,2010,15,94000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,210000
Maruti,Baleno LXI,2005,20,90000,Petrol,Petrol,1590 CC,94 bhp,Manual,5,50000
Chevrolet,Captiva 2.2 LTZ AWD,2012,13,50000,Diesel,Diesel,2231 CC,184 bhp,Automatic,7,700000
Tata,Bolt Quadrajet XE,2019,6,35000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,660000
Honda,City i VTEC V,2015,10,117500,Petrol,Petrol,1497 CC,117.3 bhp,Manual,5,630000
Mahindra,XUV500 W8 2WD,2012,13,78500,Diesel,Diesel,2179 CC,140 bhp,Manual,7,950000
Hyundai,i20 1.2 Asta Dual Tone,2018,7,8000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,740000
Ford,Figo Aspire 1.2 Ti-VCT Sports Edition,2017,8,25000,Petrol,Petrol,1196 CC,86.8 bhp,Manual,5,570000
Hyundai,Verna 1.6 SX,2012,13,60000,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,450000
Datsun,RediGO 1.0 T Option,2019,6,10000,Petrol,Petrol,999 CC,67 bhp,Manual,5,390000
Ford,Ikon 1.6 Nxt,2009,16,70000,Petrol,Petrol,1597 CC,92 bhp,Manual,5,180000
Tata,Nano LX,2015,10,60000,Petrol,Petrol,624 CC,37.48 bhp,Manual,4,130000
Honda,City 2017-2020 GXi,2006,19,70000,Petrol,Petrol,1497 CC,78 bhp,Manual,5,270000
Maruti,800 DX,1997,28,25000,Petrol,Petrol,796 CC,37 bhp,Manual,4,60000
Hyundai,Verna 1.6 Xi ABS,2006,19,90000,Petrol,Petrol,1599 CC,103.2 bhp,Manual,5,170000
Hyundai,Creta 1.6 CRDi SX,2015,10,90000,Diesel,Diesel,1582 CC,126.2 bhp,Manual,5,978999
Tata,Tiago 1.2 Revotron XM,2018,7,25000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,490000
Ford,Fiesta Diesel Style,2012,13,60000,Diesel,Diesel,1498 CC,88.7 bhp,Manual,5,280000
Tata,Tiago 1.2 Revotron XM,2018,7,25000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,390000
Maruti,Alto 800 VXI,2013,12,60000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,170000
Chevrolet,Spark 1.0,2008,17,70000,Petrol,Petrol,995 CC,62 bhp,Manual,5,45000
Maruti,Ertiga SHVS VDI,2016,9,80000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,640000
Mahindra,Scorpio S2 9 Seater,2015,10,110000,Diesel,Diesel,2523 CC,75 bhp,Manual,9,650000
Mahindra,Scorpio LX,2013,12,115717,Diesel,Diesel,2179 CC,120 bhp,Manual,9,500000
Ford,Fusion Plus 1.4 TDCi Diesel,2008,17,110000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,90000
Tata,Aria Pure LX 4x2,2014,11,70000,Diesel,Diesel,2179 CC,147.9 bhp,Manual,7,480000
Maruti,Swift VXI,2019,6,4000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,630000
Hyundai,i10 Sportz,2011,14,50000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,250000
Hyundai,Grand i10 Sportz,2016,9,70000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,330000
Hyundai,i10 Magna,2009,16,70000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,180000
Hyundai,i20 Magna,2010,15,50000,Petrol,Petrol,1197 CC,80 bhp,Manual,5,210000
Maruti,Swift Dzire ZDI,2016,9,55000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Tata,Nexon 1.2 Revotron XZA Plus,2020,5,5000,Petrol,Petrol,1198 CC,108.5 bhp,Automatic,5,950000
Mahindra,Bolero 2011-2019 ZLX,2013,12,100000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,430000
Hyundai,i10 Sportz,2014,11,23000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,348000
Maruti,Alto 800 LX,2014,11,60000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,196000
Maruti,Wagon R LXI Minor,2010,15,70000,Petrol,Petrol,1061 CC,67 bhp,Manual,5,150000
Maruti,Wagon R LXI Minor,2009,16,60000,Petrol,Petrol,1061 CC,67 bhp,Manual,5,150000
Tata,Safari Storme VX Varicor 400,2019,6,100000,Diesel,Diesel,2179 CC,153.86 bhp,Manual,7,1250000
Maruti,Ertiga VDI,2015,10,90000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,7,600000
Tata,Nano Lx BSIV,2010,15,26432,Petrol,Petrol,624 CC,37.48 bhp,Manual,4,65000
Maruti,Omni E 8 Str STD,2016,9,46702,Petrol,Petrol,796 CC,34.2 bhp,Manual,8,220000
Maruti,Omni E 8 Str STD,2016,9,46706,Petrol,Petrol,796 CC,34.2 bhp,Manual,8,220000
Tata,Indica V2 eXeta GLS,2006,19,53523,Petrol,Petrol,1193 CC,64.4 bhp,Manual,5,110000
Chevrolet,Beat Diesel LT,2012,13,56365,Diesel,Diesel,936 CC,56.3 bhp,Manual,5,175000
Chevrolet,Spark 1.0 LT,2011,14,49563,Petrol,Petrol,995 CC,62.1 bhp,Manual,5,160000
Maruti,800 Std BSIII,2004,21,56432,Petrol,Petrol,796 CC,37 bhp,Manual,4,65000
Maruti,800 AC,2002,23,52365,Petrol,Petrol,796 CC,37 bhp,Manual,4,60000
Maruti,Alto LXi BSIII,2007,18,53512,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,120000
Mahindra,Ssangyong Rexton RX7,2013,12,40000,Diesel,Diesel,2696 CC,184 bhp,Automatic,7,1000000
Maruti,Wagon R LXI BS IV,2010,15,46533,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,220000
Maruti,Omni 8 Seater BSIV,2008,17,58632,Petrol,Petrol,796 CC,35 bhp,Manual,5,114999
Mahindra,XUV500 AT W6 2WD,2016,9,80000,Diesel,Diesel,2179 CC,140 bhp,Automatic,7,850000
Maruti,Ertiga SHVS VDI,2016,9,70000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,750000
Renault,KWID 1.0 RXT Optional,2017,8,90000,Petrol,Petrol,999 CC,67 bhp,Manual,5,265000
Ford,Classic 1.6 Duratec Titanium,2014,11,110000,Petrol,Petrol,1596 CC,99.6 bhp,Manual,5,450000
Mahindra,Quanto C6,2013,12,90000,Diesel,Diesel,1493 CC,100 bhp,Manual,7,225000
Mahindra,Scorpio S10 7 Seater,2015,10,70000,Diesel,Diesel,2179 CC,120 bhp,Manual,7,1125000
Maruti,Swift VXI with ABS,2009,16,80000,Petrol,Petrol,1197 CC,85 bhp,Manual,5,270000
Maruti,Alto LX,2007,18,78000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,130000
Mahindra,Bolero Power Plus SLE,2017,8,45000,Diesel,Diesel,1493 CC,70 bhp,Manual,7,660000
Maruti,Alto K10 VXI,2015,10,50000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,240000
Maruti,Alto 800 LXI,2017,8,58000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,275000
Toyota,Innova 2.5 VX 8 STR BSIV,2012,13,120000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,750000
Chevrolet,Aveo U-VA 1.2,2007,18,30000,Petrol,Petrol,1150 CC,76 bhp,Manual,5,65000
Tata,Safari Storme EX,2017,8,162000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,7,850000
Maruti,Wagon R LXI CNG,2016,9,50000,CNG,Other,998 CC,58.16 bhp,Manual,5,300000
Hyundai,i20 1.2 Magna Executive,2018,7,25000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,555000
Mahindra,Scorpio 1.99 S6 Plus,2015,10,60000,Diesel,Diesel,1997 CC,120 bhp,Manual,7,825000
Hyundai,Santro Xing GLS LPG,2010,15,70000,LPG,Other,1086 CC,62.1 bhp,Manual,5,150000
Maruti,Swift Dzire VDi,2009,16,138000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,185000
Hyundai,i10 Magna,2010,15,70000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,180000
Maruti,Alto LXi,2010,15,48000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,160000
Ford,Endeavour 3.0L 4X2 AT,2012,13,110000,Diesel,Diesel,2953 CC,153.86 bhp,Automatic,7,500000
Maruti,Swift VDI BSIV,2014,11,88000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,375000
Toyota,Innova 2.5 GX (Diesel) 7 Seater,2015,10,68000,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,900000
Hyundai,Grand i10 Sportz,2017,8,70000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,459999
Renault,Duster 85PS Diesel RxL,2014,11,80000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,480000
Maruti,Swift VDI,2013,12,100000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,320000
Maruti,Swift VDI,2013,12,96000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,370000
Maruti,Zen LX,2002,23,30000,Petrol,Petrol,993 CC,60 bhp,Manual,5,75000
Maruti,Ritz LDi,2016,9,60000,Diesel,Diesel,1248 CC,73.94 bhp,Manual,5,400000
Maruti,Swift VDI BSIV,2014,11,65000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,425000
Maruti,Celerio ZXI,2014,11,48000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,325000
Hyundai,Grand i10 Magna,2016,9,65300,Petrol,Petrol,1197 CC,82 bhp,Manual,5,350000
Hyundai,i20 1.2 Asta Dual Tone,2018,7,40000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,600000
Chevrolet,Beat Diesel,2012,13,60000,Diesel,Diesel,936 CC,57.6 bhp,Manual,5,120000
Maruti,Alto K10 2010-2014 VXI,2012,13,70000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,200000
Maruti,Alto LXi BSIII,2008,17,70000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,100000
Hyundai,Grand i10 CRDi Asta,2014,11,70000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,350000
Maruti,Alto LXi,2006,19,150000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,85000
Maruti,Alto K10 VXI Optional,2019,6,10000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,399000
Hyundai,Verna 1.6 CRDI,2014,11,56000,Diesel,Diesel,1582 CC,126.3 bhp,Manual,5,580000
Datsun,RediGO T Option,2017,8,30000,Petrol,Petrol,799 CC,53.64 bhp,Manual,5,290000
Hyundai,Grand i10 Magna,2014,11,50000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,380000
Ford,Figo Diesel EXI,2010,15,120000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,200000
Maruti,Wagon R LXI CNG,2018,7,40000,CNG,Other,998 CC,58.16 bhp,Manual,5,390000
Hyundai,Grand i10 1.2 Kappa Asta,2017,8,27500,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,500000
Maruti,Ertiga VDI,2012,13,73000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,7,520000
Maruti,Swift Dzire VDI,2017,8,75000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,650000
Renault,KWID Climber 1.0 MT,2018,7,5000,Petrol,Petrol,999 CC,67 bhp,Manual,5,380000
Maruti,Wagon R LXI LPG BSIV,2010,15,50000,LPG,Other,998 CC,58.2 bhp,Manual,5,275000
Maruti,Swift Dzire VDI,2015,10,70000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,520000
Maruti,Swift Dzire VDI,2015,10,60000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,610000
Maruti,Wagon R LXI,2004,21,110000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,85000
Renault,Duster 85PS Diesel RxL Optional,2013,12,95000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,490000
Hyundai,EON Era Plus,2015,10,34000,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,229999
Hyundai,Grand i10 Sportz,2015,10,25000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,411000
Maruti,Eeco CNG 5 Seater AC BSIV,2019,6,120000,CNG,Other,1196 CC,61.7 bhp,Manual,5,362000
Toyota,Etios Cross 1.4L GD,2014,11,31000,Diesel,Diesel,1364 CC,67.06 bhp,Manual,5,550000
Maruti,Wagon R LXI CNG,2018,7,70000,CNG,Other,998 CC,58.16 bhp,Manual,5,459999
Maruti,Ritz VXi (ABS) BS IV,2011,14,47000,Petrol,Petrol,1197 CC,85.80 bhp,Manual,5,190000
Hyundai,Santro Magna AMT BSIV,2019,6,5000,Petrol,Petrol,1086 CC,68 bhp,Automatic,5,499000
Maruti,Eeco 7 Seater Standard BSIV,2018,7,44000,Petrol,Petrol,1196 CC,73 bhp,Manual,7,358000
Toyota,Etios Diesel TRD Sportivo,2012,13,120000,Diesel,Diesel,1364 CC,67.1 bhp,Manual,5,278000
Fiat,Grande Punto EVO 1.3 Active,2014,11,39395,Diesel,Diesel,1248 CC,75 bhp,Manual,5,320000
Renault,Fluence 1.5,2013,12,67000,Diesel,Diesel,1461 CC,108.5 bhp,Manual,5,580000
Honda,City VX CVT,2019,6,20000,Petrol,Petrol,1497 CC,117.6 bhp,Automatic,5,1300000
Honda,Amaze VX i-DTEC,2018,7,40000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,825000
Toyota,Corolla AE,2004,21,120000,Petrol,Petrol,1794 CC,125 bhp,Manual,5,170000
Toyota,Fortuner 4x4 MT,2014,11,80000,Diesel,Diesel,2982 CC,168.5 bhp,Manual,7,1700000
Hyundai,Santro Sportz BSIV,2018,7,7000,Petrol,Petrol,1086 CC,68 bhp,Manual,5,490000
Mahindra,XUV500 W4,2018,7,15000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,1050000
Chevrolet,Beat LT,2016,9,50000,Petrol,Petrol,1199 CC,76.8 bhp,Manual,5,210000
Mahindra,Scorpio Intelli Hybrid S10,2016,9,30000,Diesel,Diesel,2179 CC,120 bhp,Manual,7,1250000
Maruti,Swift VDI,2012,13,120000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,320000
Chevrolet,Optra Magnum 2.0 LT,2012,13,64000,Diesel,Diesel,1991 CC,123.7 bhp,Manual,5,400000
Maruti,Ritz VDi,2013,12,120000,Diesel,Diesel,1248 CC,73.94 bhp,Manual,5,320000
Toyota,Corolla Altis Diesel D4DG,2012,13,85000,Diesel,Diesel,1364 CC,87.2 bhp,Manual,5,600000
Maruti,Alto K10 2010-2014 VXI,2012,13,50000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,275000
Maruti,Alto LXi,2009,16,59000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,170000
Chevrolet,Beat Diesel LT,2012,13,98000,Diesel,Diesel,936 CC,57.6 bhp,Manual,5,155000
Tata,Indica Vista Quadrajet LS,2012,13,70000,Diesel,Diesel,,0,Manual,,240000
Tata,Indica Vista Quadrajet LS,2012,13,70000,Diesel,Diesel,,0,Manual,,240000
Renault,Duster 85PS Diesel RxL Plus,2015,10,140000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,620000
Hyundai,Grand i10 1.2 Kappa Sportz Option,2017,8,50000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,530000
Toyota,Etios Liva VD,2015,10,40000,Diesel,Diesel,1364 CC,67.04 bhp,Manual,5,550000
Honda,City i DTEC SV,2014,11,90000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,600000
Mahindra,XUV500 W4,2014,11,117000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,649000
Honda,City i DTEC SV,2014,11,90000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,625000
Chevrolet,Spark 1.0 PS,2010,15,70000,Petrol,Petrol,995 CC,63 bhp,Manual,5,125000
Chevrolet,Tavera Neo 3 LS 9 Str BSIII,2009,16,230000,Diesel,Diesel,2499 CC,72.4 bhp,Manual,9,305000
Maruti,SX4 ZXI MT BSIV Leather,2010,15,155000,Petrol,Petrol,1586 CC,103.3 bhp,Manual,5,285000
Tata,Xenon XT EX 4X4,2015,10,60000,Diesel,Diesel,2179 CC,138.03 bhp,Manual,5,600000
Mahindra,KUV 100 mFALCON G80 K8,2016,9,110000,Petrol,Petrol,1198 CC,82 bhp,Manual,6,426000
Tata,Indica Vista Terra 1.4 TDI,2010,15,120000,Diesel,Diesel,1405 CC,71 bhp,Manual,5,180000
Hyundai,Verna 1.6 VGT CRDi,2011,14,100000,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,400000
Chevrolet,Beat LS,2010,15,40000,Petrol,Petrol,1199 CC,79.4 bhp,Manual,5,120000
Tata,Manza Aura (ABS) Quadrajet BS IV,2012,13,110000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,5,300000
Maruti,Alto K10 2010-2014 VXI,2011,14,92500,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,190000
Maruti,Alto 800 LXI,2017,8,20000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,310000
Renault,KWID RXL,2019,6,15000,Petrol,Petrol,799 CC,53.3 bhp,Manual,5,380000
Mahindra,Bolero Power Plus ZLX,2019,6,14000,Diesel,Diesel,1493 CC,70 bhp,Manual,7,740000
Datsun,RediGO T Option,2016,9,35000,Petrol,Petrol,799 CC,53.64 bhp,Manual,5,260000
Maruti,Alto K10 VXI,2017,8,32000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,320000
Maruti,Wagon R LXI CNG,2013,12,90000,CNG,Other,998 CC,58.16 bhp,Manual,5,211000
Maruti,Swift Dzire VXI 1.2 BS IV,2018,7,35000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,650000
Maruti,Swift Dzire VDI,2017,8,32500,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,651000
Maruti,Alto K10 VXI AGS,2019,6,14000,Petrol,Petrol,998 CC,67.05 bhp,Automatic,5,380000
Chevrolet,Beat Diesel LT,2014,11,70000,Diesel,Diesel,936 CC,56.3 bhp,Manual,5,160000
Hyundai,Verna VTVT 1.6 AT SX Option,2019,6,20000,Petrol,Petrol,1591 CC,121.3 bhp,Automatic,5,1270000
Maruti,Wagon R Duo Lxi,2011,14,300000,LPG,Other,998 CC,58.2 bhp,Manual,5,300000
Maruti,Swift VDI Optional,2015,10,100000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,405000
Mahindra,XUV500 W8 2WD,2015,10,64800,Diesel,Diesel,2179 CC,140 bhp,Manual,7,850000
Mahindra,Bolero Power Plus ZLX,2017,8,90000,Diesel,Diesel,1493 CC,70 bhp,Manual,7,680000
Hyundai,Xcent 1.2 Kappa SX Option,2014,11,80000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,426999
Hyundai,Verna 1.4 CRDi,2015,10,248000,Diesel,Diesel,1396 CC,88.7 bhp,Manual,5,525000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2014,11,60000,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,1019999
Toyota,Innova 2.5 G2,2005,20,120000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,245000
Hyundai,Elantra CRDi SX,2015,10,120000,Diesel,Diesel,1582 CC,126.2 bhp,Manual,5,869999
Maruti,Wagon R Duo Lxi,2010,15,66444,LPG,Other,998 CC,58.2 bhp,Manual,5,160000
Maruti,Vitara Brezza VDi Option,2016,9,86000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,700000
Nissan,Sunny Diesel XV,2012,13,90000,Diesel,Diesel,1461 CC,84.8 bhp,Manual,5,300000
Honda,Civic 1.8 S AT,2007,18,218463,Petrol,Petrol,1799 CC,130 bhp,Automatic,5,175000
Toyota,Innova 2.5 VX 8 STR,2012,13,153000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,960000
Mahindra,Thar CRDe AC,2014,11,70000,Diesel,Diesel,2498 CC,105 bhp,Manual,6,525000
Hyundai,Grand i10 CRDi Sportz,2015,10,60000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,345000
Honda,Amaze S i-Vtech,2015,10,50000,Petrol,Petrol,1198 CC,86.7 bhp,Manual,5,390000
Datsun,GO T Option BSIV,2015,10,20000,Petrol,Petrol,1198 CC,67 bhp,Manual,5,275000
